Cod_Loc,IdProvincia,IdDepartamento,categoria,provincia,localidad,nombre,direccion,CP,telefono,Mail,Web,Categoría,Provincia,Localidad,Nombre,Dirección,Teléfono
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Buque Museo Fragata A.R.A. Presidente Sarmiento,Puerto Madero. dique 3,1104,4334 9386,,www.ara.mil.ar,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Roca - Instituto De Investigaciones Históricas,Vicente López 2220,C1128ACJ,4803 2798,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Y Numismático Del Banco De La Nación Argentina,Bartolomé Mitre 326,C1036AAF,4347 6277,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Judío De Buenos Aires Dr. Salvador Kibrick,Libertad 769,C1012AAO,4123 0102,museojudio@fundacionjudaica.net,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Farmacia Dra. Rosa D'Alessio De Carnevale Bonino,Junín 956,C1113AAD,4964 8200 INT. 8339,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional Y Centro De Estudios Históricos Ferroviarios,Avda. del Libertador San Martín 405,C1001ABE,4318 3343,museoferroviario@dnsbe.gov.ar,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De La Afip,Hipólito Irigoyen 370 pb,C1086AAD,4347 2396,museo@afip2.gov.ar,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Telecomunicaciones,Sarmiento 151,C1041AAC,4347 9461,museo@secom.gov.ar,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Y Centro De Estudios Históricos De La Facultad De Odontología De Bs. As. Profesor Dr. Orestes Walter Siutti,Marcelo T. de Alvear 2142,C1122AAH,4964 1271,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional Del Hombre,3 de Febrero 1370/78,C1426BJN,4783 6554,museo@bibapl.edu.ar,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Notarial Argentino,Avda. Callao 1542,C1024AAO,4801 0081 INT. 137,comunicacioninstitucional@colegio-escribanos.org.ar,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Manoblanca,Tabaré 1371,C1437FHG,4918 9448,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Archivo Y Museo Históricos Del Banco De La Provincia De Buenos Aires Dr. Arturo Jauretche,Sarmiento 362,C1041AAH,4331 1775,bpmuseo@bapro.com.ar,www.bapro.com.ar/museo,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De La Gendarmería Nacional,Avda. Presidente Ramón S. Castillo 788 (Avda. Pres. Ramón S Castillo y Prefectura Naval (ex calle 8),C1104AMT,4310 2642,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Participativo De Ciencias,"Junín 1930, 1° Centro Cultural Recoleta",C1113AAX,4806 3456,info@mpc.org.ar,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencia Y Técnica,Las Heras 2214,C1127AAR,804 3340,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Xul Solar,Laprida 1212,C1425EKF,4824 3302,xulsolar@ciudad.com.ar,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Primer Museo Histórico Ernesto Che Guevara,Rojas 129,C1405AAC,4903 3285,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Patrimonio Del Palacio De Las Aguas Corrientes,Riobamba 750,C1025ABP,6319 1104,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Evita - Instituto Nacional Eva Perón De Investigaciones Históricas,Lafinur 2988,C1425FAB,4807 0306,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Iser,Ramos Mejia 1398,C1104AJN,4313 3427,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Vecinal De Flores Blanca Angélica Gandini,Avda. Nazca 371,C1406AJC,4611 2607,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Deuda Externa,José E. Uriburu 781,C1027AAO,4370 6105,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Anconetani Del Acordeón - Musa,Guevara 492/ 478,C1427BRJ,4553 9440,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Colección De Arte Amalia Lacroze De Fortabat,Olga Cossettini 141,C1107CCC,4310 6600,,,,,,,,
2000010,2,2000,Espacios de Exhibición Patrimonial,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Muhu - Museo Del Humor,Av. de los Italianos 851,C1107BLF,4516 0944,,,,,,,,
14098010,14,14098,Espacios de Exhibición Patrimonial,Córdoba,Achiras,Museo Del Desierto,General Cabrera S/N,X5833BJC,495 370,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Alberdi,Museo Anatómico Dr. Pedro Ara,Chubut 419 - Alberdi,X5800XAA,433 7024,,,,,,,,
14147010,14,14147,Espacios de Exhibición Patrimonial,Córdoba,Alta Gracia,Museo Casa Taller Gabriel Dubois,Gabriel Dubois 343,X5186NPG,,,,,,,,,
14147010,14,14147,Espacios de Exhibición Patrimonial,Córdoba,Alta Gracia,Museo Manuel De Falla,Avda. Carlos Pellegrini 1011,X5186NKN,429 292,,,,,,,,
14147010,14,14147,Espacios de Exhibición Patrimonial,Córdoba,Alta Gracia,Museo Nacional De La Estancia Jesuítica De Alta Gracia Y Casa Del Virrey Liniers,"Av. Padre Viera 41, Esq. Solares",X5186XAE,421 303,direccion@museoliniers.org.ar,www.museoliniers.org.ar/,,,,,,
14140020,14,14140,Espacios de Exhibición Patrimonial,Córdoba,Altos de Chipion,Museo Municipal De Historia Y Ciencias Naturales Los Sanavirones De Altos De Chipión,Luchini 605,X2417ALG,493 109,,,,,,,,
14140030,14,14140,Espacios de Exhibición Patrimonial,Córdoba,Arroyito,Museo Histórico Municipal José Domingo Mercado,Antigua Comisaría de la Ciudad,X2432EGI,,,,,,,,,
14140040,14,14140,Espacios de Exhibición Patrimonial,Córdoba,Balnearia,Museo Histórico Municipal San José Estación Balnearia,Ex Estación del Ferrocarril Belgrano,X5141AGA,420 876,,,,,,,,
14182060,14,14182,Espacios de Exhibición Patrimonial,Córdoba,Bell Ville,Museo Municipal De Bellas Artes Walter De Navazio,General Paz 48,X2550DYB,426 488,,,,,,,,
14182060,14,14182,Espacios de Exhibición Patrimonial,Córdoba,Bell Ville,Museo Histórico Regional Sgto. Lorenzo De Lara,General Paz 48,X2550DYB,426 488,tulio@southlink.com.ar,,,,,,,
14182060,14,14182,Espacios de Exhibición Patrimonial,Córdoba,Bell Ville,Museo Atelier Carlos López Álvarez,Hipólito Irigoyen 710,X2550AGP,424 416,,,,,,,,
14112010,14,14112,Espacios de Exhibición Patrimonial,Córdoba,Cerro Colorado,Reserva Natural Y Cultural Cerro Colorado Museo Arqueológico,Calle Pública S/N,X5244AEB,,,,,,,,,
14021050,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Colonia Caroya,Estancia Jesuítica De Caroya,Ruta E 66 S/N,X5223AVH,462 300,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Obispo Fray José Antonio De San Alberto,Caseros 124,X5000AHD,434 1616,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Dr. Alfredo Stelzner,Vélez Sarsfield 299,X5000JJC,433 2100,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Del Banco De La Provincia De Córdoba,San Jerónimo 166,X5000AGD,420 7207,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Provincial De Bellas Artes Emilio A. Caraffa,Avda. Hipólito Irigoyen 651,X5000JHG,433 3412,museocaralla@cba.gov.ar,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Municipal De Bellas Artes Dr. Genaro Pérez,Avda. Gral. Paz 33,X5000XLA,434 1646,museogenaroperez@Cordoba.com.ar,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo De Arte Religioso Juan De Tejeda,Independencia 122,X5000IUD,570 2545,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Meteorológico Nacional Dr. Benjamín A. Gould,San Luis 808,X5000BBL,434 2221,,www.smn.gov.ar/museo/cordoba/inicio.html,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Histórico De La Universidad Nacional De Córdoba - Manzana Jesuítica,Obispo Trejo 242,X5000IYF,433 2075,direccion@museohist.unc.edu.ar,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Histórico Hospital De Clínicas,Santa Rosa 1564,X5000ETF,433 7014 INT 112,museohnc@hotmail.com,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Provincial De Ciencias Naturales Arturo U. Illia,Poeta Lugones 395 - Barrio Nueva Córdoba,X5000HZD,434 4070,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Histórico Provincial Marqués De Sobremonte,Rosario de Santa Fe 218,X5000ACF,433 1661,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Astronómico Pte. D.F. Sarmiento - Dr. B.A. Gould,Laprida 854,X5000BGR,433 2146,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo De Antropología,Av. Hipólito Irigoyen 174,X5000JHO,433 1058,museo@ffyh.unc.edu.ar,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Córdoba,Museo Casa De La Reforma Universitaria,"La Rioja, Esquina Paseo de la Reforma",X5000EWF,433 7060,,,,,,,,
14091110,14,14091,Espacios de Exhibición Patrimonial,Córdoba,Cruz Chica,Museo La Casa De Manuel Mujica Lainez,Manuel Mujica Lainez S/N,X5178AHB,,,,,,,,,
14140190,14,14140,Espacios de Exhibición Patrimonial,Córdoba,El Fuertecito,Museo Escolar El Fuertecito,Alicia  Rossi de Comba S/N,X2428XAC,490 021,,,,,,,,
14140200,14,14140,Espacios de Exhibición Patrimonial,Córdoba,El Tío,Museo Histórico Municipal Estación El Tío,"25 de Mayo S/N, Ex Estación Ferroviaria",X2432AMR,491 015,,,,,,,,
14007210,14,14007,Espacios de Exhibición Patrimonial,Córdoba,"Embalse, Río Tercero",Museo Eva Perón,Camino a la Cruz S/N,X5856BTC,486 859,,,,,,,,
14021140,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Jesús María,Estancia De Jesús María - Museo Jesuítico Nacional,Pedro de Oñate S/N,X5220CWO,421 256,mjn-jm@coo85.com.ar,,,,,,,
14021150,14,14021,Espacios de Exhibición Patrimonial,Córdoba,La Calera,Museo Ricardo Pedroni,"San Martín 425, Barrio Centro",X5151EMI,466 022,,,,,,,,
14056100,14,14056,Espacios de Exhibición Patrimonial,Córdoba,La Carlota,Museo Réplica Del Tercer Fuerte De La Punta Del Sauce,Hilarión Abaca Parque Costanero,X2670AKJ,429 687,,,,,,,,
14091110,14,14091,Espacios de Exhibición Patrimonial,Córdoba,La Cumbre,Museo Sala Miguel Ocampo,José Hernández 630,X5180GQB,457 036,,,,,,,,
14091120,14,14091,Espacios de Exhibición Patrimonial,Córdoba,La Falda,Museo De Ferrocarriles En Miniatura Trenshow,"Las Murallas 200, Villa Edén",X5172BDB,423 041,info@trenshow.net,,,,,,,
14091120,14,14091,Espacios de Exhibición Patrimonial,Córdoba,La Falda,Museo Del Deporte Pierre De Coubertin,Dr. Meincke 32,X5172ABB,,,,,,,,,
14140240,14,14140,Espacios de Exhibición Patrimonial,Córdoba,La Paquita,Museo Municipal Remembranza,Antigua Estación Ferroviaria de la Paquita,X2416AWC,495 009,,,,,,,,
14105110,14,14105,Espacios de Exhibición Patrimonial,Córdoba,La Para,Museo Regional Del Trabajo,Bv. Sarmiento Esq. Rivadavia (Predio Ferroviario),X5137AYF,491 001,,,,,,,,
14105110,14,14105,Espacios de Exhibición Patrimonial,Córdoba,La Para,Museo Histórico Municipal La Para,Gral. Roca 551 - Ex Estación del Ferrocarril,X5137AWK,491 446,museolapara@cooplapara.com.ar,,,,,,,
14021170,14,14021,Espacios de Exhibición Patrimonial,Córdoba,La Puerta,Museo Arqueológico La Puerta,"Calle Principal S/N,  frente a plaza principal",4711,449 9621,,,,,,,,
14021170,14,14021,Espacios de Exhibición Patrimonial,Córdoba,La Puerta,Museo Histórico Municipal,9 de Julio y Pasaje Intendente Omar Oviedo Rojas (Ex Estación Ferroviaria),X5137ADQ,422 040,,,,,,,,
14140250,14,14140,Espacios de Exhibición Patrimonial,Córdoba,La Tordilla,Museo Histórico Municipal De La Tordilla,Av. Libertad 121,X2435ALG,496 011,,,,,,,,
14084030,14,14084,Espacios de Exhibición Patrimonial,Córdoba,Laboulaye,Archivo Y Museo Histórico Manuel A. Moreira,Prown y Rivadavia,X6120ESP,,,,,,,,,
14021160,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Las vertientes de la Granja,Museo Particular Atahualpa,Ruta E-53 s/n,X5107XAL,491 500,,,,,,,,
14063160,14,14063,Espacios de Exhibición Patrimonial,Córdoba,Leones,Museo William Henry Partridge,Intendente Zanotti 858,X2594DPL,481 850,,,,,,,,
14091140,14,14091,Espacios de Exhibición Patrimonial,Córdoba,Los Cocos,Museo La Loma,Av. Dra. Cecilia Grierson 1898,X5182ACA,492 140,museolaloma@mundomail.net,,,,,,,
14119120,14,14119,Espacios de Exhibición Patrimonial,Córdoba,Luque,Museo Histórico Municipal,Predio de Ex Ferrocarriles Argentinos Entre Santa Fe y Bv. Chacabuco,X5967ABL,801 13 / 803 48,,,,,,,,
14140280,14,14140,Espacios de Exhibición Patrimonial,Córdoba,Marull,Museo Municipal De Marull,"Av. Mariano Marull S/N, Ex Estación Ferroviaria",X5139AOP,492 008,museomarull@hotmail.com,,,,,,,
14126090,14,14126,Espacios de Exhibición Patrimonial,Córdoba,Mina Clavero,Museo De Las Campanas,Urquiza 962,X5889CXE,471 736,,,,,,,,
14126090,14,14126,Espacios de Exhibición Patrimonial,Córdoba,Mina Clavero,Museo Piedra Cruz Sur,Av. Mitre 1012,X5889CXQ,472 640,,,,,,,,
14140300,14,14140,Espacios de Exhibición Patrimonial,Córdoba,Morteros,Museo Regional Morteros,Sarmiento y Riobamba,X2421AEO,404 588,,,,,,,,
14126110,14,14126,Espacios de Exhibición Patrimonial,Córdoba,Nono,Museo Polifacético Rocsen,"Alto de la Quinta S/N Área Rural, a 5 Km. de Nono",X5887BDC,498 218,museorocsen@vdolores.com.ar,www.museorocsen.org,,,,,,
14049050,14,14049,Espacios de Exhibición Patrimonial,Córdoba,Paraje Loza Corral,Casa Museo Fernando Fader,Camino Provincial,X5201XAD,422 044,,,,,,,,
14140330,14,14140,Espacios de Exhibición Patrimonial,Córdoba,Porteña,Museo Municipal Porteña,Bv. 25 de Mayo S/N,X2415BGR,450 303,museoyarchivo@yahoo.com,,,,,,,
14119170,14,14119,Espacios de Exhibición Patrimonial,Córdoba,Pozo del Molle,Museo Y Archivo Histórico Municipal Pablo Recla,Centro Cívico Cultural la Estación,X5913CNE,483 0101,,,,,,,,
14098230,14,14098,Espacios de Exhibición Patrimonial,Córdoba,Río Cuarto,Museo Municipal De Bellas Artes,Colón 149 - Planta Alta,X5800DKC,467 1209,museomunicipaldebellasartes@riocuarto.gov.ar,,,,,,,
14098230,14,14098,Espacios de Exhibición Patrimonial,Córdoba,Río Cuarto,Museo Histórico Regional De Río Cuarto,Fotheringham 178,X5800DGD,467 1208,,,,,,,,
14098230,14,14098,Espacios de Exhibición Patrimonial,Córdoba,Río Cuarto,Museo Del Riel,Boulevard Roca y Ameghino,X5800CJJ,467 1222,museodelriel@riocuarto.gov.ar,,,,,,,
14105240,14,14105,Espacios de Exhibición Patrimonial,Córdoba,Río Primero,Museo Rural De Río Primero,Predio del Ferrocarril (Al Lado de la Terminal de Ómnibus),X5127BGO,420 026,,,,,,,,
14105240,14,14105,Espacios de Exhibición Patrimonial,Córdoba,Río Primero,Museo Histórico Y De Ciencias Naturales Del Instituto Contardo Ferrini,Pablo Robert 90,X5127BUN,420 026,,,,,,,,
14119190,14,14119,Espacios de Exhibición Patrimonial,Córdoba,Rio Segundo,Museo Arqueológico Provincial Aníbal Montes,Leandro N. Alem 1061,X5960ABK,428 249,,,,,,,,
14161150,14,14161,Espacios de Exhibición Patrimonial,Córdoba,Rio Tercero,Museo Regional Florentina Ameghino,Int. Bonzano Entre Angélica Prado y L. Torres de Maldonado,X5850EVB,422 150,,,,,,,,
14161150,14,14161,Espacios de Exhibición Patrimonial,Córdoba,Río Tercero,Museo Estafeta Postal Lastenia Torres De Maldonado,Arenales 75,X5850CBA,439 276,culturario3@itc.com.ar,,,,,,,
14140350,14,14140,Espacios de Exhibición Patrimonial,Córdoba,Sacanta,Museo Regional De Sacanta,Boulevar Mitre (Ex Estación Fcca),X5945AVS,492 178,,,,,,,,
14098250,14,14098,Espacios de Exhibición Patrimonial,Córdoba,San Basilio,Museo Y Archivo Histórico Raúl Pautasso,Av. San Martín y 25 de Mayo,X5841BCC,,,,,,,,,
14140360,14,14140,Espacios de Exhibición Patrimonial,Córdoba,San Francisco,Museo De La Ciudad,Avellaneda 170,X2400MDB,439 172,,,,,,,,
14140360,14,14140,Espacios de Exhibición Patrimonial,Córdoba,San Francisco,Fundación Archivo Gráfico Y Museo Histórico De La Ciudad De San Francisco Y La Región,Iturraspe 901,X2400CSG,421 595,,,,,,,,
14028170,14,14028,Espacios de Exhibición Patrimonial,Córdoba,San Marcos Sierras,Museo Luis José Pisano,Las Gramillas,X5282APU,406 265,,,,,,,,
14028170,14,14028,Espacios de Exhibición Patrimonial,Córdoba,San Marcos Sierras,Museo Hippie,Las Loras S/N,X5282APU,496 063,,,,,,,,
14028170,14,14028,Espacios de Exhibición Patrimonial,Córdoba,San Marcos Sierras,Museo Rumi-Huasi,Libertad 595,X5282AJF,,,,,,,,,
14119200,14,14119,Espacios de Exhibición Patrimonial,Córdoba,Santiago Temple,Museo Histórico Municipal De Santiago Temple,Ex Estación Ferroviaria,X5124BDJ,497 020,,,,,,,,
14168110,14,14168,Espacios de Exhibición Patrimonial,Córdoba,Sinsacate,Museo Rural De La Posta De Sinsacate,Camino a Sinsacate S/N,X5221AAB,402 240,mjn-jm@coo85.com.ar,,,,,,,
14021280,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Unquillo,Casa Museo Y Centro Cultural Rivolta,Av. San Martín 3119,X5109ACF,,culturayeducacion@unquillo.gov.ar,,,,,,,
14021280,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Unquillo,Casa Museo Spilimbergo,Avda. Spilimbergo S/N,X5109ABQ,489 033,,,,,,,,
14021280,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Unquillo,Casa Museo Guido Buffo Y Capilla Villa Leonor,"Camino Provincial S/N, Los Quebrachitos",X5109ABV,,,,,,,,,
14091240,14,14091,Espacios de Exhibición Patrimonial,Córdoba,Valle Hermoso,Museo Capitán Juan De Zevallos,Avda. Pte. Perón 199,X5168AVC,470 485,munivallehermoso@yahoo.com.ar,,,,,,,
14007270,14,14007,Espacios de Exhibición Patrimonial,Córdoba,Villa Ciudad Parque,Museo Del Carruaje El Tacú,Ruta N°5 Km 69,X5189XAX,486 085,museodelcarruaje@yahoo.com.ar,,,,,,,
14049010,14,14049,Espacios de Exhibición Patrimonial,Córdoba,Villa Colimba,Museo El Baúl De Los Recuerdos,Calle 5,X5201XAB,,,,,,,,,
14140420,14,14140,Espacios de Exhibición Patrimonial,Córdoba,Villa Concepcion del Tío,Museo Histórico Regional Padre Francisco Cremasco,Gral Belgrano 422,X2433ACJ,493 121,,,,,,,,
14126200,14,14126,Espacios de Exhibición Patrimonial,Córdoba,Villa Cura Brochero,Museo Brocheriano,25 de Mayo 86,X5891ACB,470 051,comunidadbrochero@yahoo.com,,,,,,,
14112130,14,14112,Espacios de Exhibición Patrimonial,Córdoba,Villa de María del Rio Seco,Museo Leopoldo Lugones,Cautivita S/N,X5248AMI,,,,,,,,,
14112130,14,14112,Espacios de Exhibición Patrimonial,Córdoba,Villa de María del Rio Seco,Museo Arqueológico Municipal Enrique Ulla,Vicente Peñaloza - Jardines de la Terminal,8248,422 202,,,,,,,,
14119210,14,14119,Espacios de Exhibición Patrimonial,Córdoba,Villa del Rosario,Museo Histórico Municipal Villa Del Rosario,Avda. San Martín 780,X5963EMP,422 395,,,,,,,,
14105270,14,14105,Espacios de Exhibición Patrimonial,Córdoba,Villa Fontana,Museo Histórico Municipal De Villa Fontana,Av. Pedro J. Fontana 126,X5134AMN,494 010,,,,,,,,
14007310,14,14007,Espacios de Exhibición Patrimonial,Córdoba,Villa General Belgrano,Museo Arqueológico Municipal Juan B. Ambrosetti,Julio a Roca 168,X5194AAD,646 1333,,,,,,,,
14042170,14,14042,Espacios de Exhibición Patrimonial,Córdoba,Villa María,Museo De Artes Fernando Bonfiglioli,"Bv. Sarmiento Esq. San Martín, 1Er Piso",X5901AJO,452 7092,,,,,,,,
14042170,14,14042,Espacios de Exhibición Patrimonial,Córdoba,Villa María,Casa Museo Gobernador Amadeo Sabattini,Mariano Moreno 270,X5901BEF,461 9073,,,,,,,,
14021050,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Colonia Caroya,Bodega La Caroyense,Avda. San Martín 2281,5223,466270,lacaroyense@lacaroyense-sa.com.ar,,,,,,,
14021050,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Colonia Caroya,Bodega Nanini,Santos Nobile Norte N° 505,5223,466202,info@bodegananini.com,www.bodegananini.com,,,,,,
14021050,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Colonia Caroya,Parroquia Nuestra Señora De Monserrat,Av. San Martín 3720,5223,466 245,,,,,,,,
14021050,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Colonia Caroya,Casa De La Historia Y La Cultura Del Bicentenario,Calle 48 & Calle 9,5223,461187,casadelahistoriacoloniacaroya@gmail.com,,,,,,,
14021280,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Unquillo,Tinku Wasi Ruka Xawun,Yapeyú 70,5109,486705,pueblos.originarios@hotmail.com,,,,,,,
14021290,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Villa Allende,Casa Roja. Multiespacio De Arte,Rio de Janeiro 165,5105,,Elbichito82@hotmail.com,,,,,,,
14021290,14,14021,Espacios de Exhibición Patrimonial,Córdoba,Villa Allende,Casa De La Cultura,Figueroa Alcorta 426,5105,439287,cultura@villaallende.gov.ar,www.villaallende.gov.ar,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo de la escuela normal Alejandro Carbó,Av. Colón 959,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo de la 2° Pizzería Don Luis,Av. Gral. Paz 33,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo Superior de Bellas Artes Palacio Ferreyra,Av. Hipólito Yrigoyen 511,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo Palacio Dionisi,Av. Hipolito Yrigoyen 622,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo de los niños Barrilete,Av. Recta Martinoli 786,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo Marco,Av. Sabattini 4750,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo del Teatro y de la música Cristóbal de Aguilar,Av. Vélez Sársfield 365,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Centro de Arte Contemporáneo Chateau Carreras,,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo Ingenium - Museo de Cultura Tecnológica,Bv. Las Heras 480,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Cripta Jesuítica del Noviciado Viejo,Colón esq. Rivera Indarte,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo de la Legislatura de Córdoba,Deán Funes 94,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,MANTA Museo de Arte Nativo de Textiles Antiguos,Dellepiane 1792,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo de la Historia de la Ciudad,,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo de la Industria,Libertad 1130,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo del Colegio Nacional de Monserrat,,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo Iberoamericano de Artesanías,Pasaje Revol 10 esq. Belgrano – Bº Güemes,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Archivo Provincial de la Memoria,Pje. Sta Catalina 66,,,,,,,,,,
14014010,14,14014,Espacios de Exhibición Patrimonial,Córdoba,Cordoba,Museo de las Mujeres,Rivera Indarte 55,,,,,,,,,,
